CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/23/2013,18:15,,,,,,,,S/B 4TH AVENUE & 9 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,178945,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2012,13:12,,,,,,HAMILTON AVENUE                 ,CENTRE STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,171289,PASSENGER VEHICLE,,,,
12/31/2012,14:00,,,,,,,,PARKING LOT OF 356 BAYCHESTER AVE       ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,89548,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/23/2013,19:45,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2934617,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/22/2021,14:12,,,,,,GOWANUS RAMP                    ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4385953,Sedan,Sedan,,,
01/22/2021,16:30,,,40.81175,-73.93144,"(40.81175, -73.93144)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4385934,Sedan,Sedan,,,
06/22/2014,3:21,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,,,,,2849623,TAXI,,,,
12/23/2013,21:07,,,,,,PLAZA STREET EAST               ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,175392,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/22/2014,5:50,,,,,,EAST 166 STREET                 ,BOSTON ROAD                     ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,356257,PASSENGER VEHICLE,,,,
12/31/2012,17:30,,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,2934192,PASSENGER VEHICLE,,,,
12/23/2013,22:15,,,,,,GRAHAM AVENUE                   ,MERRILL AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292431,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/22/2021,4:58,,,40.58273,-73.97494,"(40.58273, -73.97494)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4386117,Sedan,,,,
12/31/2012,21:40,,,,,,HORACE HARDING EXPRESSWAY       ,99 STREET                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,256333,PASSENGER VEHICLE,UNKNOWN,,,
12/23/2013,8:30,,,,,,95 AVENUE                       ,VAN WYCK EXPRESSWAY             ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,212541,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2013,0:01,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2913886,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/21/2021,14:42,,,,,,JUNCTION BOULEVARD              ,HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4385706,Sedan,Sedan,,,
06/21/2014,13:30,,,40.7158232,-73.80798,"(40.7158232, -73.80798)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3035016,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/21/2021,16:19,,,,,,EASTCHESTER ROAD                ,PELHAM PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4385682,Sedan,Sedan,,,
12/22/2013,12:00,,,,,,,,PL OF RICHMOND AVE AND PLATINUM AVE    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292418,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2012,5:45,,,40.7329414,-73.9203819,"(40.7329414, -73.9203819)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3045076,PASSENGER VEHICLE,,,,
12/22/2013,12:50,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3065970,PASSENGER VEHICLE,,,,
01/21/2021,1:30,MANHATTAN,10035,,,,,,13        HELL GATE CIRCLE              ,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4385597,Sedan,,,,
12/30/2012,0:15,,,,,,ASTORIA BOULEVARD               ,BROOKLYN QUEENS EXPRESSWAY      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,274518,PASSENGER VEHICLE,,,,
12/30/2012,11:45,,,,,,,,900 REMSEN AVE (PARKING LOT)            ,0,0,0,0,0,0,0,0,Unspecified,,,,,145502,PASSENGER VEHICLE,,,,
01/20/2021,10:30,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4385380,Sedan,Sedan,Sedan,,
12/30/2012,13:15,,,,,,HILLSIDE AVENUE                 ,241 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,221899,PASSENGER VEHICLE,UNKNOWN,,,
01/20/2021,12:00,STATEN ISLAND,10301,40.636517,-74.08202,"(40.636517, -74.08202)",,,183       VICTORY BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4385663,Sedan,,,,
06/21/2014,18:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934840,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/20/2021,13:34,,,,,,CROSS BRONX EXPY RAMP           ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,4385542,Box Truck,Sedan,,,
12/22/2013,17:50,MANHATTAN,10023,40.7722094,-73.9821793,"(40.7722094, -73.9821793)",WEST 64 STREET                  ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,55036,PASSENGER VEHICLE,TAXI,,,
06/21/2014,19:39,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2879905,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2013,18:19,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2998247,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/20/2021,23:14,,,40.752975,-73.91024,"(40.752975, -73.91024)",NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4385558,Sedan,Sedan,,,
12/30/2012,18:02,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2921848,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/21/2014,23:15,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3035017,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2013,21:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3123041,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/21/2014,8:00,,,40.6141932,-73.8971945,"(40.6141932, -73.8971945)",,,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,2950501,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/21/2014,9:00,,,,,,WEST KINGSBRIDGE ROAD           ,SEDGWICK AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,356318,PASSENGER VEHICLE,UNKNOWN,,,
12/30/2012,4:22,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2965099,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/20/2014,10:00,,,,,,HORACE HARDING EXPRESSWAY       ,SPRINGFIELD BOULEVARD           ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,355021,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2013,6:45,,,,,,,,POLE 157 ST & 24 RD                     ,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,253741,PASSENGER VEHICLE,,,,
12/29/2012,0:30,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,2934197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2013,0:01,,,,,,,,7-11 LOT 146-26 NORTHERN BLVD.          ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,253734,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/20/2014,11:05,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2928011,BUS,PASSENGER VEHICLE,,,
06/20/2014,12:20,,,,,,,,PARKING LOT 75-09 WOODHAVEN BLVD        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,355032,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/29/2012,14:15,,,,,,221 STREET                      ,145 AVENUE                      ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,221875,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/29/2012,16:37,,,40.7555194,-73.9610985,"(40.7555194, -73.9610985)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2840805,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2021,11:45,BRONX,10462,,,,,,1050      HAVEMEYER AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4384847,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/21/2013,15:20,,,,,,NORTH GANNON AVENUE             ,WILLOWBROOK ROAD                ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,292397,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2013,16:11,,,,,,AMBOY ROAD                      ,ST ALBANS PLACE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,300498,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/29/2012,20:30,,,,,,EAST 12 STREET                  ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,117826,PASSENGER VEHICLE,,,,
06/20/2014,17:15,,,40.7861411,-73.9392802,"(40.7861411, -73.9392802)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2853761,PASSENGER VEHICLE,UNKNOWN,,,
12/29/2012,21:10,QUEENS,11102,40.7711336,-73.9268155,"(40.7711336, -73.9268155)",21 STREET                       ,28 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274517,TAXI,PASSENGER VEHICLE,,,
12/29/2012,23:50,,,,,,EAST 56 STREET                  ,FDR DRIVE                       ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,33782,OTHER,SPORT UTILITY / STATION WAGON,,,
01/17/2021,0:50,,,,,,RUTLAND ROAD                    ,RUTLAND ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4384307,Sedan,Sedan,,,
12/29/2012,4:20,,,40.7953939,-73.9770683,"(40.7953939, -73.9770683)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,2855112,PASSENGER VEHICLE,UNKNOWN,,,
01/17/2021,14:50,BRONX,10458,,,,EAST FORDHAM ROAD               ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4385356,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2014,21:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2897956,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/28/2012,11:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3122053,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/20/2014,22:35,,,,,,AMSTERDAM AVENUE                ,WEST 182 STREET                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,356791,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/28/2012,12:25,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2975959,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/17/2021,7:55,,,40.6665,-73.9962,"(40.6665, -73.9962)",GOWANUS EXPY (BQE)              ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4384529,Taxi,,,,
12/28/2012,13:05,,,,,,,,P/L OF 3227 RICHMOND AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,295876,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2013,6:10,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2957924,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2013,9:00,,,,,,,,2401 RALPH AVENUE(FENCE)                ,0,0,0,0,0,0,0,0,Unspecified,,,,,129208,PASSENGER VEHICLE,,,,
06/20/2014,6:57,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2965803,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/21/2013,9:30,,,,,,NEW DORP PLAZA                  ,NEW DORP LANE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,300493,PASSENGER VEHICLE,UNKNOWN,,,
01/16/2021,19:45,,,40.73975,-74.00253,"(40.73975, -74.00253)",WEST 14 STREET                  ,,,1,0,1,0,0,0,0,0,,,,,,4390313,Bus,,,,
12/20/2013,11:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2927745,VAN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
06/20/2014,9:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Lost Consciousness,,,,2914387,VAN,BUS,,,
12/28/2012,17:20,,,,,,23 AVENUE                       ,213 PLACE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248306,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/19/2014,10:30,,,,,,WALL STREET                     ,ST MARKS PLACE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,355051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/20/2013,15:20,,,,,,,,P/L OF 2660 HYLAN BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,300483,PASSENGER VEHICLE,UNKNOWN,,,
06/19/2014,13:40,,,,,,,,PL OF 2803 RICHMOND AVE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,355055,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/28/2012,21:40,,,,,,REMSEN AVENUE                   ,RUTLAND ROAD                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,136709,PASSENGER VEHICLE,,,,
06/19/2014,14:18,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,354366,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/20/2013,16:45,,,,,,,,ROOSEVELT ISLAND                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,278509,BUS,,,,
01/15/2021,16:50,,,,,,FEATHERBED LANE                 ,MACOMBS ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4384212,Sedan,,,,
06/19/2014,16:00,,,,,,WEST 155 STREET                 ,MACOMBS DAM BRIDGE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,357364,,,,,
12/28/2012,8:20,,,,,,,,,1,0,0,0,0,0,1,0,Accelerator Defective,,,,,3122052,PASSENGER VEHICLE,,,,
12/27/2012,11:15,,,,,,,,,0,0,0,0,0,0,0,0,Steering Failure,,,,,2879232,PASSENGER VEHICLE,,,,
06/19/2014,18:15,,,40.725923,-73.7243761,"(40.725923, -73.7243761)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3018502,PASSENGER VEHICLE,VAN,,,
12/27/2012,12:27,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2965097,OTHER,LARGE COM VEH(6 OR MORE TIRES),,,
12/20/2013,4:30,,,,,,BROOKVILLE BOULEVARD            ,ROCKAWAY BOULEVARD              ,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,226812,PASSENGER VEHICLE,,,,
01/14/2021,17:09,BROOKLYN,11232,40.654705,-74.00731,"(40.654705, -74.00731)",,,976       3 AVENUE                      ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4384909,Sedan,,,,
12/20/2013,7:25,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,2879706,TAXI,PASSENGER VEHICLE,,,
12/20/2013,8:50,,,,,,METROPOLITAN AVENUE             ,MEEKER AVENUE                   ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,200714,PASSENGER VEHICLE,VAN,,,
01/13/2021,10:12,,,,,,THROGS NECK BRIDGE              ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4385718,Sedan,Sedan,,,
12/27/2012,18:41,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2934186,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/19/2013,12:37,,,40.6924592,-73.7268654,"(40.6924592, -73.7268654)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3018050,PASSENGER VEHICLE,UNKNOWN,,,
06/18/2014,0:21,,,40.7663985,-73.780916,"(40.7663985, -73.780916)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3081046,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/27/2012,5:50,,,40.6835475,-74.0017543,"(40.6835475, -74.0017543)",,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,2975956,OTHER,OTHER,OTHER,,
12/27/2012,8:03,,,,,,,,640 86 ST-SUNOCO GAS STATION            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,141925,PASSENGER VEHICLE,VAN,,,
12/19/2013,16:04,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2897708,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/19/2013,17:15,MANHATTAN,10033,40.8481201,-73.9308839,"(40.8481201, -73.9308839)",WEST 181 STREET                 ,AMSTERDAM AVENUE                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,72247,OTHER,,,,
12/19/2013,19:00,,,,,,BRADLEY AVENUE                  ,PURDY AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292381,PASSENGER VEHICLE,UNKNOWN,,,
12/26/2012,16:33,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934185,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/19/2013,7:24,,,,,,,,PARKING LOT-772 EDGEWATER ROAD ROW D    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,78321,OTHER,UNKNOWN,,,
06/18/2014,19:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2976900,PASSENGER VEHICLE,VAN,,,
01/11/2021,16:01,,,,,,JUNCTION BOULEVARD              ,HARDING EXPRESSWAY,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4383421,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/26/2012,18:50,,,,,,,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,2934184,PASSENGER VEHICLE,,,,
01/11/2021,21:10,,,,,,EAST 17 STREET                  ,AVENUE C,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4383275,Sedan,Sedan,,,
06/18/2014,23:21,,,,,,BOOTH MEMORIAL AVENUE           ,COLLEGE POINT BOULEVARD         ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,354403,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/26/2012,20:35,,,,,,,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3122045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/18/2013,11:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3056854,VAN,PASSENGER VEHICLE,,,
12/26/2012,22:10,,,,,,FARRAGUT ROAD                   ,FLATBUSH AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,148845,PICK-UP TRUCK,,,,
06/18/2014,7:55,,,,,,ROEBLING AVENUE                 ,HUTCHINSON RIVER PARKWAY        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,353523,PASSENGER VEHICLE,,,,
06/18/2014,9:00,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3066328,VAN,PASSENGER VEHICLE,,,
01/10/2021,14:50,,,,,,VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4383282,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/17/2014,0:40,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2928004,PASSENGER VEHICLE,OTHER,,,
12/18/2013,13:30,,,,,,COOPER AVENUE                   ,80 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,,,,,218554,VAN,,,,
12/26/2012,9:44,,,,,,EAST 165 STREET                 ,THIRD AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,79235,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
12/18/2013,14:03,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3046145,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
12/25/2012,12:08,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864376,PASSENGER VEHICLE,UNKNOWN,,,
12/18/2013,15:00,,,,,,ASTORIA BOULEVARD               ,41 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,278468,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/17/2014,11:15,,,40.6938016,-73.8115536,"(40.6938016, -73.8115536)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3000212,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/18/2013,15:45,,,,,,MEEKER AVENUE                   ,KINGSLAND AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,200679,OTHER,UNKNOWN,,,
12/25/2012,15:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2918874,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/18/2013,16:52,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2957918,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/17/2014,15:00,,,40.69609,-73.9753213,"(40.69609, -73.9753213)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2985496,BICYCLE,UNKNOWN,,,
12/18/2013,19:25,,,,,,108 STREET                      ,HORACE HARDING EXPRESSWAY       ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,267550,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/09/2021,22:45,,,,,,OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4383035,Sedan,Sedan,,,
06/17/2014,16:30,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3097761,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/18/2013,19:50,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2841014,UNKNOWN,PASSENGER VEHICLE,,,
06/17/2014,17:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2897953,PASSENGER VEHICLE,VAN,,,
12/25/2012,8:25,,,,,,,,PARKING LOT OF 655 ROSSVILLE AVENUE     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302061,OTHER,PASSENGER VEHICLE,,,
12/18/2013,2:20,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3046139,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/08/2021,12:42,,,,,,PARK AVENUE                     ,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4382425,Station Wagon/Sport Utility Vehicle,Box Truck,,,
12/24/2012,0:25,,,40.7548668,-73.852537,"(40.7548668, -73.852537)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3065247,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/18/2013,2:55,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927742,OTHER,OTHER,,,
06/17/2014,20:21,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3018500,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/08/2021,18:50,,,,,,BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4385716,Sedan,,,,
10/09/2013,9:54,BRONX,10456,40.8326092,-73.917609,"(40.8326092, -73.917609)",SHERIDAN AVENUE                 ,MCCLELLAN STREET                ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,87756,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/24/2012,12:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2873038,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/08/2021,22:20,BROOKLYN,11233,40.668373,-73.92264,"(40.668373, -73.92264)",EASTERN PARKWAY                 ,RALPH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4383806,Sedan,,,,
12/24/2012,14:50,,,,,,,,PKG LOT OF 141-61 NORTHERN BOULEVARD    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248243,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/17/2014,6:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919448,PASSENGER VEHICLE,UNKNOWN,,,
12/24/2012,15:05,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2975954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/17/2014,8:30,,,,,,30 STREET                       ,30 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,353298,PASSENGER VEHICLE,UNKNOWN,,,
01/07/2021,11:33,,,,,,VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4382494,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
