CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/11/2020,13:15,,,,,,HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4377324,Sedan,Sedan,,,
06/06/2014,22:25,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2984120,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/13/2012,15:20,,,,,,,,FENCE 44-75 162 ST                      ,1,0,0,0,0,0,1,0,Fell Asleep,,,,,248078,PASSENGER VEHICLE,,,,
12/07/2013,23:37,,,40.753791,-73.7442778,"(40.753791, -73.7442778)",,,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3080463,PASSENGER VEHICLE,UNKNOWN,,,
12/07/2013,4:50,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,2897694,SPORT UTILITY / STATION WAGON,,,,
12/07/2013,9:21,,,40.7303571,-73.8409161,"(40.7303571, -73.8409161)",,,,1,0,0,0,0,0,1,0,Outside Car Distraction,,,,,3065935,TAXI,,,,
12/06/2013,0:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2922020,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/11/2020,8:57,,,,,,CROSS ISLAND PARKWAY            ,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,4375064,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/05/2014,12:10,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,2889556,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/06/2013,11:27,,,,,,,,1040 EAST 42 STREET(DRIVEWAY)           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129096,VAN,PASSENGER VEHICLE,,,
12/10/2020,12:20,,,,,,ASTORIA BOULEVARD               ,25 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4375167,Station Wagon/Sport Utility Vehicle,,,,
12/13/2012,9:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,2997695,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/05/2014,15:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934819,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/13/2012,9:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2836748,TAXI,VAN,,,
06/05/2014,17:00,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Brakes Defective,,,,2874874,PASSENGER VEHICLE,OTHER,,,
12/06/2013,14:40,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,Unspecified,,,2879685,VAN,VAN,UNKNOWN,,
12/06/2013,15:12,,,,,,,,WEST 151 STREET MACOMBS PLACE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,67864,PASSENGER VEHICLE,VAN,,,
06/05/2014,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2998466,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/05/2014,19:00,,,,,,,,,1,0,0,0,0,0,1,0,Brakes Defective,,,,,2849585,SPORT UTILITY / STATION WAGON,,,,
06/05/2014,19:05,,,,,,43 AVENUE                       ,94 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,347438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/12/2012,13:58,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,2918857,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/10/2020,9:15,,,,,,QUEENSBORO BRIDGE UPPER         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4374994,Sedan,Sedan,,,
12/06/2013,17:45,,,,,,CATON AVENUE                    ,BEDFORD AVENUE                  ,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,151633,SPORT UTILITY / STATION WAGON,,,,
12/12/2012,15:55,,,,,,,,PARKING LOT OF 45 PAGE AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302000,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/06/2013,18:00,,,,,,39 AVENUE                       ,FRANCIS LEWIS BOULEVARD         ,,0,0,0,0,0,0,0,0,Unspecified,,,,,263374,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/12/2012,16:34,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2965078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/09/2020,15:50,MANHATTAN,10025,40.80417,-73.966705,"(40.80417, -73.966705)",CATHEDRAL PARKWAY               ,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4380026,Ambulance,Bike,,,
12/09/2020,17:00,,,40.652145,-73.95916,"(40.652145, -73.95916)",FLATBUSH AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4376176,Sedan,,,,
06/05/2014,8:42,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2865369,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/12/2012,19:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864343,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/12/2012,20:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2912708,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/12/2012,20:30,,,40.7816671,-73.9866887,"(40.7816671, -73.9866887)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2851398,LIVERY VEHICLE,PASSENGER VEHICLE,,,
12/06/2013,22:15,,,,,,,,(LOT)SPRINGFIELD BLVD && 134 AVENUE     ,0,0,0,0,0,0,0,0,Unspecified,,,,,271759,VAN,,,,
06/04/2014,10:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2927983,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,
12/06/2013,22:25,,,,,,KELLY BOULEVARD                 ,RICHMOND HILL ROAD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292206,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/12/2012,2:38,,,,,,GRAND AVENUE                    ,69 LANE                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,214814,PASSENGER VEHICLE,UNKNOWN,,,
12/12/2012,7:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864346,PASSENGER VEHICLE,OTHER,,,
12/06/2013,4:16,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2976590,TAXI,UNKNOWN,,,
12/12/2012,8:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934167,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
12/12/2012,8:51,,,,,,VICTORY BOULEVARD               ,JEWETT AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,286471,PASSENGER VEHICLE,,,,
12/12/2012,9:20,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2912705,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/04/2014,14:50,,,,,,EAST GUN HILL ROAD              ,FISH AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,347692,VAN,SPORT UTILITY / STATION WAGON,,,
06/04/2014,15:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,346605,PASSENGER VEHICLE,OTHER,VAN,,
12/05/2013,11:05,,,,,,JENNIFER PLACE                  ,AKRON STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/04/2014,16:00,,,40.7382845,-73.8029526,"(40.7382845, -73.8029526)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3034968,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/04/2014,16:50,,,,,,,,PARKING LOT OF 1941 FOREST AVENUE       ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,346962,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/11/2012,12:45,,,,,,82 STREET                       ,GRAND CENTRAL PARKWAY           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,280874,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2013,13:10,,,,,,,,,0,0,0,0,0,0,0,0,Cell Phone (hand-held),Unspecified,,,,2976588,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/04/2014,17:01,,,,,,OCEANIA STREET                  ,HORACE HARDING EXPRESSWAY       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,346843,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/08/2020,9:13,,,,,,DITMARS BOULEVARD               ,97 STREET,,0,1,0,0,0,0,0,1,Unsafe Speed,,,,,4374652,Station Wagon/Sport Utility Vehicle,,,,
12/11/2012,14:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2918856,PASSENGER VEHICLE,OTHER,,,
06/04/2014,19:00,,,,,,BROADWAY                        ,OLD BROADWAY                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,347123,OTHER,TAXI,,,
06/04/2014,21:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927984,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/04/2014,22:00,,,,,,,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,347511,PASSENGER VEHICLE,UNKNOWN,,,
12/05/2013,17:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3102541,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/04/2014,5:45,,,40.69067,-73.8888939,"(40.69067, -73.8888939)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3004143,PASSENGER VEHICLE,,,,
12/05/2013,18:00,,,,,,PARSONS BOULEVARD               ,22 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,253433,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2020,20:47,,,,,,NASSAU EXPRESSWAY               ,,,3,1,0,0,0,0,3,1,Unsafe Lane Changing,,,,,4374068,Station Wagon/Sport Utility Vehicle,,,,
06/04/2014,8:43,,,,,,BRUCKNER BOULEVARD              ,ZEREGA AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,346603,PASSENGER VEHICLE,BUS,,,
12/11/2012,19:20,,,40.7304453,-73.9136638,"(40.7304453, -73.9136638)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3045024,PASSENGER VEHICLE,UNKNOWN,,,
12/06/2020,11:40,BRONX,10451,,,,,,610       EXTERIOR STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4386791,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/05/2013,7:00,,,,,,,,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,2879684,PASSENGER VEHICLE,UNKNOWN,,,
12/11/2012,8:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934165,PICK-UP TRUCK,PICK-UP TRUCK,,,
12/11/2012,8:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2873020,PASSENGER VEHICLE,,,,
12/06/2020,1:30,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4373348,Sedan,,,,
12/10/2012,10:14,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,176668,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/04/2013,0:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879682,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/10/2012,11:20,,,40.6163229,-74.1593531,"(40.6163229, -74.1593531)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3121981,PASSENGER VEHICLE,,,,
12/04/2013,11:47,,,,,,GRND CNTRL PARKWAY SR EAST      ,69 ROAD                         ,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,267414,PASSENGER VEHICLE,TAXI,,,
12/10/2012,12:28,,,,,,COURT STREET                    ,PACIFIC STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,171236,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/04/2013,13:00,,,,,,NORTHERN BOULEVARD              ,CLEARVIEW EXPRESSWAY            ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,263357,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/04/2013,14:40,,,40.7240823,-73.8370922,"(40.7240823, -73.8370922)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3090478,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/05/2020,19:03,,,,,,,,177 DreiseDreiser Loop                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,4373332,Sedan,,,,
06/03/2014,18:39,,,,,,,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,2958190,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/04/2013,15:00,,,,,,,,2155 RALPH AVENUE(PARKING LOT)          ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129077,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/10/2012,15:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2888717,PASSENGER VEHICLE,UNKNOWN,,,
12/05/2020,21:42,,,40.818947,-73.95221,"(40.818947, -73.95221)",WEST 135 STREET                 ,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4373546,Sedan,,,,
12/04/2013,16:49,,,,,,FLATBUSH AVENUE                 ,LINCOLN ROAD                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,155251,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2020,6:30,,,40.8504,-73.90697,"(40.8504, -73.90697)",CRESTON AVENUE                  ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4373263,Sedan,,,,
12/04/2013,17:15,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2834154,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2020,8:25,,,,,,PROSPECT EXPRESSWAY RAMP        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4373279,Sedan,,,,
12/04/2013,18:45,,,,,,141 STREET                      ,MAIN STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,237711,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/04/2013,19:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913840,PASSENGER VEHICLE,OTHER,,,
12/04/2020,14:04,,,40.769318,-73.8666,"(40.769318, -73.8666)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4373873,Sedan,,,,
12/10/2012,19:35,,,40.6049293,-74.0237118,"(40.6049293, -74.0237118)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2946478,SPORT UTILITY / STATION WAGON,OTHER,,,
12/04/2020,16:21,,,40.85004,-73.91606,"(40.85004, -73.91606)",UNIVERSITY AVENUE               ,,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,4373262,Sedan,Bike,,,
12/04/2013,21:12,,,40.6325401,-73.8831858,"(40.6325401, -73.8831858)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2960288,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/10/2012,20:18,,,,,,BORDEN AVENUE                   ,31 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240469,PASSENGER VEHICLE,TAXI,,,
06/03/2014,8:56,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,2965772,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/03/2014,9:40,,,,,,,,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,2919429,PASSENGER VEHICLE,UNKNOWN,,,
12/04/2013,3:40,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,2873436,OTHER,OTHER,,,
12/04/2020,19:35,,,,,,MANHATTAN BRIDGE                ,BOWERY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4373483,Station Wagon/Sport Utility Vehicle,,,,
06/02/2014,10:35,,,40.7320364,-73.9189192,"(40.7320364, -73.9189192)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,357706,PASSENGER VEHICLE,UNKNOWN,,,
12/04/2020,19:51,,,,,,HUTCHINSON RIVER PARKWAY RAMP   ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4373324,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/02/2014,11:40,,,,,,BORDEN AVENUE                   ,29 STREET                       ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,345158,VAN,PASSENGER VEHICLE,,,
12/10/2012,8:50,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2888715,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
12/10/2012,9:27,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864341,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
06/02/2014,13:55,,,,,,FOSTER AVENUE                   ,EAST 8 STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,344997,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/10/2012,9:32,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2918852,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/03/2013,13:10,,,,,,,,266 WEST SERVICE ROAD                   ,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,292180,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/09/2012,10:50,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,2897039,SPORT UTILITY / STATION WAGON,,,,
12/03/2020,12:15,,,,,,EXTERIOR STREET                 ,EAST 149 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4375804,Sedan,Sedan,,,
12/09/2012,11:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3045020,TAXI,UNKNOWN,,,
06/02/2014,15:20,,,40.6903113,-73.9988005,"(40.6903113, -73.9988005)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2976874,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/03/2013,14:00,,,,,,,,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,3056831,BUS,PICK-UP TRUCK,,,
12/03/2013,14:26,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3056833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/09/2012,14:30,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3055974,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/03/2013,15:40,,,,,,SMITH STREET                    ,HAMILTON AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,172274,SMALL COM VEH(4 TIRES) ,VAN,,,
12/03/2020,19:00,,,,,,CLEARVIEW EXPRESSWAY            ,26 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4373061,Sedan,Sedan,,,
12/03/2013,17:00,,,,,,WHITE PLAINS ROAD               ,CROSS BRONX EXPRESSWAY          ,,1,0,1,0,0,0,0,0,Unspecified,,,,,84465,MOTORCYCLE,,,,
12/03/2020,20:35,,,,,,,,128       SWEETGUM LANE                 ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,,,,,4378104,Station Wagon/Sport Utility Vehicle,,,,
06/02/2014,18:00,,,,,,1 AVENUE                        ,EAST 28 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,345337,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/09/2012,17:00,,,40.711531,-73.9550315,"(40.711531, -73.9550315)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2988182,TAXI,SPORT UTILITY / STATION WAGON,,,
12/09/2012,17:59,BRONX,10475,40.8797307,-73.8319767,"(40.8797307, -73.8319767)",COOP CITY BOULEVARD             ,BAYCHESTER AVENUE               ,,1,0,1,0,0,0,0,0,Unspecified,,,,,89418,PASSENGER VEHICLE,,,,
12/02/2020,0:39,,,40.81983,-73.841934,"(40.81983, -73.841934)",ZEREGA AVENUE                   ,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4373091,Sedan,,,,
12/02/2020,14:30,,,40.61709,-73.91895,"(40.61709, -73.91895)",AVENUE O                        ,,,1,0,0,0,1,0,0,0,Cell Phone (hand-Held),,,,,4372781,Bike,,,,
12/03/2013,21:10,,,,,,CONEY ISLAND AVENUE             ,CORTELYOU ROAD                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,134143,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2014,3:00,,,40.6883606,-73.8914917,"(40.6883606, -73.8914917)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2968540,PASSENGER VEHICLE,,,,
12/02/2020,18:18,,,,,,GOWANUS RAMP                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4372785,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/02/2014,7:50,,,40.7336872,-73.92395,"(40.7336872, -73.92395)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,345159,PASSENGER VEHICLE,VAN,,,
12/09/2012,21:25,,,40.7242645,-73.9374387,"(40.7242645, -73.9374387)",,,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,2992100,PASSENGER VEHICLE,,,,
12/09/2012,22:50,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,2934163,PASSENGER VEHICLE,,,,
12/09/2012,3:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934160,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/03/2013,9:20,,,,,,EAST 138 STREET                 ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,75653,OTHER,UNKNOWN,,,
12/02/2013,0:01,,,,,,COLUMBUS AVENUE                 ,WEST 64 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,54925,MOTORCYCLE,,,,
12/02/2013,10:47,,,,,,VAN CORTLANDT PARK SOUTH        ,BAILEY AVENUE                   ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,109071,VAN,PASSENGER VEHICLE,,,
12/09/2012,6:00,,,,,,,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,2851399,TAXI,UNKNOWN,,,
12/02/2013,11:55,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879678,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/02/2013,12:31,,,,,,,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3123008,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/08/2012,0:05,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3055971,PASSENGER VEHICLE,,,,
06/01/2014,17:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2865362,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/02/2013,18:20,,,40.6673505,-73.7699326,"(40.6673505, -73.7699326)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3097494,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/08/2012,17:41,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Fatigued/Drowsy,,,,2975924,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/30/2020,16:46,QUEENS,11362,40.76678,-73.72769,"(40.76678, -73.72769)",254 STREET                      ,LEEDS ROAD,,1,0,0,0,0,0,1,0,Fell Asleep,,,,,4372007,Sedan,,,,
12/08/2012,19:15,,,,,,,,DRIVEWAY OF 117 OLD TOWN ROAD           ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,295550,UNKNOWN,,,,
11/30/2020,18:00,BRONX,10468,,,,JEROME AVENUE                   ,BEDFORD PARK BLVD,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,4372217,Sedan,,,,
06/01/2014,1:25,,,,,,WEST 14 STREET                  ,10 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,344202,LIVERY VEHICLE,SMALL COM VEH(4 TIRES) ,,,
12/08/2012,1:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2897038,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/02/2013,5:25,,,40.6302391,-74.0168469,"(40.6302391, -74.0168469)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2957890,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
06/01/2014,21:40,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2984106,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/02/2013,8:10,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3046089,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/08/2012,2:45,,,40.6075249,-74.1446287,"(40.6075249, -74.1446287)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3121980,PASSENGER VEHICLE,UNKNOWN,,,
